MachineID,Model Revision,Lot Number,Sub Lot Number,Index,Lane,Panel Barcode,Date,Panel Result,ModuleID,Module Name,Grouping Module Barcode,Module Barcode,Module Result,Location Name,Component Code,Sub Code,Comp. Barcode,Comp.Result,Rep.Defect,SizeX,SizeY,OffsetX,OffsetY,M.OffsetX,M.OffsetY,T.OffsetX,T.OffsetY,Rotation,BodyLift,BodyLiftAngle,Height,Height(%),Area,Area(%),Volume,Volume(%),Coplanarity,TopGray,BridgeComponents,IPC,User Module 1,User Module 2,Lift ROI,Lift Min,Lift Max,B.OffsetX,B.OffsetY,B.Length,B.Width,M.Interference Left,M.Interference Right,M.Interference Top,M.Interference Bottom,C.Interference Location,C.Interference Distance,Gap Height(Die to Ball),Measure Pos,Feature Distance
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E730,9170-8226-0001,,,GOOD,,1906.910,1156.510,-52.016,12.455,-12.455,-52.016,0,0,-0.350,7.229,0.069,772.689,94.230,2460200.000,111.555,0,0,0,93,,,,,776.304|769.075,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E740,9170-8230-0001,,,GOOD,,959.083,450.786,6.229,-21.326,6.229,-21.326,0,0,-1.059,6.426,0.394,463.854,90.952,486800.000,112.596,0,0,0,0,,,,,467.067|460.641,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E755,9170-8226-0001,,,GOOD,,1906.910,1156.510,-49.322,26.304,-26.304,-49.322,0,0,0.975,4.819,0.139,773.894,94.377,2467600.000,111.891,0,0,0,90,,,,,776.304|771.484,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E760,9170-8226-0001,,,GOOD,,1906.910,1156.510,-19.724,17.312,-17.312,-19.724,0,0,1.160,5.622,0.104,756.625,92.271,2451500.000,111.161,0,0,0,98,,,,,759.436|753.814,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R110,0699-6329-0001,,,GOOD,,1003.030,528.771,15.623,43.262,43.262,-15.623,0,0,-1.647,8.835,0.404,320.480,103.381,579800.000,109.319,0,0,0,187,,,,,316.063|324.898,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R120,0699-6779-0001,,,GOOD,,989.183,512.326,-14.285,-45.734,45.734,-14.285,0,0,1.503,5.622,0,326.906,102.158,535000.000,105.568,0,0,0,190,,,,,329.717|324.095,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R121,0699-6779-0001,,,GOOD,,989.183,512.326,-13.514,-24.813,24.813,-13.514,0,0,-2.217,4.016,0.188,316.464,98.895,510500.000,100.733,0,0,0,188,,,,,314.456|318.472,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R270,0699-3921-0001,,,GOOD,,1508.520,851.282,-19.310,-29.273,19.310,29.273,0,0,1.033,6.426,0.807,426.906,101.644,1243300.000,96.817,0,0,0,119,,,,,423.693|430.119,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R271,0699-3921-0001,,,GOOD,,1508.520,851.282,-70.321,-41.206,70.321,41.206,0,0,0.930,7.229,0,423.292,100.784,1255200.000,97.744,0,0,0,119,,,,,426.906|419.677,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R370,0699-3921-0001,,,GOOD,,1508.520,851.282,-32.471,-38.442,32.471,38.442,0,0,0.736,8.032,0.255,418.874,99.732,1259600.000,98.086,0,0,0,117,,,,,422.890|414.858,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R371,0699-3921-0001,,,GOOD,,1508.520,851.282,-38.723,-38.049,38.723,38.049,0,0,-1.239,16.868,1.615,432.930,103.079,1247300.000,97.128,0,0,0,120,,,,,424.496|441.364,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R515,0699-6486-0001,,,GOOD,,964.189,503.055,-10.425,13.478,-13.478,-10.425,0,0,1.670,5.622,1.162,309.235,93.708,552300.000,113.867,0,0,0,8,,,,,312.047|306.424,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R516,0699-6486-0001,,,GOOD,,964.189,503.055,18.197,-3.452,-3.452,-18.197,0,0,-1.616,11.245,0.323,308.030,93.343,541000.000,111.537,0,0,0,8,,,,,313.653|302.408,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R517,0699-6486-0001,,,GOOD,,964.189,503.055,14.729,24.487,-24.487,14.729,0,0,-0.655,7.229,0.581,309.235,93.708,537900.000,110.898,0,0,0,10,,,,,312.850|305.621,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R518,0699-6182-0001,,,GOOD,,1003.100,528.908,-28.288,-5.475,5.475,-28.288,0,0,-0.888,9.639,0.561,311.243,97.264,542800.000,102.309,0,0,0,187,,,,,306.424|316.063,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R519,0699-6182-0001,,,GOOD,,1003.100,528.908,-34.290,-24.401,-24.401,34.290,0,0,1.727,3.213,0.374,312.047,97.515,545200.000,102.762,0,0,0,188,,,,,310.440|313.653,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R611,0699-6329-0001,,,GOOD,,1003.030,528.771,-22.397,26.662,22.397,-26.662,0,0,4.659,7.229,0.303,318.874,102.863,581200.000,109.583,0,0,0,187,,,,,315.259|322.488,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R612,0699-6329-0001,,,GOOD,,1003.030,528.771,21.470,-24.599,21.470,-24.599,0,0,2.030,0,0.303,316.063,101.956,569000.000,107.283,0,0,0,187,,,,,316.063|316.063,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R613,0699-6329-0001,,,GOOD,,1003.030,528.771,-61.046,15.646,61.046,-15.646,0,0,4.886,4.819,0.101,320.079,103.251,583600.000,110.036,0,0,0,188,,,,,317.669|322.488,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R614,0699-6329-0001,,,GOOD,,1003.030,528.771,15.757,-26.060,15.757,-26.060,0,0,3.349,11.245,0.809,320.079,103.251,587100.000,110.696,0,0,0,188,,,,,325.701|314.456,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R625,0699-6329-0001,,,GOOD,,1003.030,528.771,13.098,-18.201,13.098,-18.201,0,0,2.806,5.622,0.910,331.725,107.008,583500.000,110.017,0,0,0,188,,,,,328.914|334.536,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,R650,0699-6329-0001,,,GOOD,,1003.030,528.771,10.495,7.513,10.495,7.513,0,0,2.096,10.442,0.809,325.300,104.935,587700.000,110.809,0,0,0,190,,,,,330.520|320.079,0,0,0,0,0,0,0,0,0,0,,0,0,,
