MachineID,Model Revision,Lot Number,Sub Lot Number,Index,Lane,Panel Barcode,Date,Panel Result,ModuleID,Module Name,Grouping Module Barcode,Module Barcode,Module Result,Location Name,Component Code,Sub Code,Comp. Barcode,Comp.Result,Rep.Defect,SizeX,SizeY,OffsetX,OffsetY,M.OffsetX,M.OffsetY,T.OffsetX,T.OffsetY,Rotation,BodyLift,BodyLiftAngle,Height,Height(%),Area,Area(%),Volume,Volume(%),Coplanarity,TopGray,BridgeComponents,IPC,User Module 1,User Module 2,Lift ROI,Lift Min,Lift Max,B.OffsetX,B.OffsetY,B.Length,B.Width,M.Interference Left,M.Interference Right,M.Interference Top,M.Interference Bottom,C.Interference Location,C.Interference Distance,Gap Height(Die to Ball),Measure Pos,Feature Distance
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C1805,453564872481-0001,,,GOOD,,945.677,453.101,-11.094,38.182,11.094,-38.182,0,0,-0.104,10.442,0.072,482.729,100.569,512800.000,119.677,0,0,0,0,,,,,487.950|477.508,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C1806,453564591331-0001,,,GOOD,,949.779,490.719,-49.311,51.303,49.311,-51.303,0,0,-1.168,3.213,1.045,500.802,98.196,521800.000,111.956,0,0,0,71,,,,,499.195|502.408,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C1990,453564872471-0001,,,GOOD,,1163.780,645.139,-0.144,9.168,0.144,-9.168,0,0,0.114,23.293,1.805,678.713,98.364,773700.000,103.050,0,0,0,119,,,,,667.067|690.360,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C1991,453564591331-0001,,,GOOD,,949.779,490.719,-68.145,48.620,68.145,-48.620,0,0,-0.879,21.687,2.220,490.761,96.228,525100.000,112.664,0,0,0,112,,,,,479.918|501.605,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C1998,453564123651-0001,,,GOOD,,902.372,432.895,-37.585,-30.580,30.580,-37.585,0,0,1.982,15.261,0.470,500.400,102.122,453800.000,116.171,0,0,0,0,,,,,508.030|492.769,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C1999,453564123651-0001,,,GOOD,,902.372,432.895,9.373,-21.465,-21.465,-9.373,0,0,-0.743,9.639,0.403,493.573,100.729,469800.000,120.267,0,0,0,0,,,,,488.753|498.392,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2201,0160-9303-0001,,,GOOD,,882.570,471.225,-62.451,-14.011,14.011,-62.451,0,0,1.178,5.622,0.580,517.267,101.425,481500.000,115.776,0,0,0,0,,,,,520.079|514.456,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2310,0160-9242-0001,,,GOOD,,882.570,471.225,-7.439,-23.449,-23.449,7.439,0,0,-1.669,4.819,0.580,500.802,100.160,463200.000,111.376,0,0,0,0,,,,,498.392|503.211,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2320,453564872481-0001,,,GOOD,,945.677,453.101,-32.138,11.464,-11.464,-32.138,0,0,-1.617,34.538,0.145,493.171,102.744,497000.000,115.989,0,0,0,0,,,,,475.902|510.440,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2321,453564591331-0001,,,GOOD,,949.779,490.719,-80.773,-9.636,9.636,-80.773,0,0,-2.012,24.096,0.915,469.476,92.054,537200.000,115.261,0,0,0,114,,,,,457.428|481.524,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2323,453564872481-0001,,,GOOD,,945.677,453.101,0.450,4.257,4.257,-0.450,0,0,0.118,15.261,0.145,492.368,102.577,506300.000,118.160,0,0,0,0,,,,,484.737|499.998,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2325,453564591331-0001,,,GOOD,,949.779,490.719,-59.040,30.468,59.040,-30.468,0,0,-0.934,60.241,2.090,468.271,91.818,544300.000,116.784,0,0,0,109,,,,,438.151|498.392,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2351,453564872471-0001,,,GOOD,,1163.780,645.139,-66.747,-17.761,17.761,-66.747,0,0,0.485,0.803,0.274,650.601,94.290,806900.000,107.472,0,0,0,121,,,,,651.002|650.199,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2354,453564872471-0001,,,GOOD,,1163.780,645.139,-50.191,-32.543,32.543,-50.191,0,0,1.378,0.803,0.055,651.404,94.406,786700.000,104.782,0,0,0,121,,,,,651.002|651.806,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2371,453564872481-0001,,,GOOD,,945.677,453.101,19.807,18.494,18.494,-19.807,0,0,-0.571,8.032,0,504.014,105.003,515700.000,120.354,0,0,0,0,,,,,508.030|499.998,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2374,453564872531-0001,,,GOOD,,1528.730,838.040,-8.452,-45.707,-8.452,-45.707,0,0,0.935,4.016,0.207,914.858,100.534,1491200.000,116.397,0,0,0,153,,,,,912.850|916.866,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2378,453564872471-0001,,,GOOD,,1163.780,645.139,-15.492,-31.408,31.408,-15.492,0,0,1.016,0.803,0.164,657.830,95.338,779900.000,103.876,0,0,0,120,,,,,657.428|658.231,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2445,453564872541-0001,,,GOOD,,1456.780,765.882,-28.291,-36.237,36.237,-28.291,0,0,1.238,0,0.086,731.324,101.573,1232700.000,110.485,0,0,0,0,,,,,731.324|731.324,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2446,453564872541-0001,,,GOOD,,1456.780,765.882,-38.155,-23.747,23.747,-38.155,0,0,1.167,6.426,0.429,802.006,111.390,1076300.000,96.467,0,0,0,0,,,,,805.219|798.794,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2451,453564872541-0001,,,GOOD,,1456.780,765.882,-5.008,-21.596,5.008,21.596,0,0,0.815,12.048,0.214,738.954,102.633,1227000.000,109.974,0,0,0,0,,,,,744.978|732.930,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2461,453564872541-0001,,,GOOD,,1456.780,765.882,-22.395,-8.044,22.395,8.044,0,0,0.960,7.229,0,736.545,102.298,1209400.000,108.396,0,0,0,0,,,,,740.159|732.930,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2472,453564872551-0001,,,GOOD,,1450.100,775.971,-13.772,1.247,1.247,13.772,0,0,-0.506,0.803,0.043,800.802,112.789,1065700.000,94.709,0,0,0,0,,,,,801.203|800.400,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2485,453564872551-0001,,,GOOD,,1450.100,775.971,-34.245,-5.016,-34.245,-5.016,0,0,-0.339,8.835,0.433,725.300,102.155,1209600.000,107.497,0,0,0,0,,,,,720.882|729.717,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2490,453564755581-0001,,,GOOD,,924.609,437.475,38.070,-18.752,38.070,-18.752,0,0,-1.075,40.964,2.382,427.308,89.022,454600.000,112.388,0,0,0,94,,,,,406.826|447.790,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2670,453564872471-0001,,,GOOD,,1163.780,645.139,3.926,27.349,-3.926,-27.349,0,0,-0.701,12.851,1.313,651.002,94.348,789400.000,105.141,0,0,0,123,,,,,644.577|657.428,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2671,453564872481-0001,,,GOOD,,945.677,453.101,3.191,6.609,-3.191,-6.609,0,0,-0.232,3.213,0.072,503.211,104.836,519500.000,121.240,0,0,0,0,,,,,504.818|501.605,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2680,453564872471-0001,,,GOOD,,1163.780,645.139,9.651,22.206,-9.651,-22.206,0,0,0.640,3.213,0.055,648.593,93.999,777200.000,103.516,0,0,0,122,,,,,650.199|646.986,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2681,453564872481-0001,,,GOOD,,945.677,453.101,-17.134,15.115,17.134,-15.115,0,0,-1.452,3.213,0.072,490.360,102.158,520600.000,121.497,0,0,0,0,,,,,491.966|488.753,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C2998,453564172711-0001,,,GOOD,,855.953,452.333,14.301,-22.977,-22.977,-14.301,0,0,-1.218,41.767,0.146,486.344,103.477,445700.000,115.116,0,0,0,0,,,,,465.460|507.227,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3202,453564872511-0001,,,GOOD,,1084.650,645.139,-6.620,72.149,6.620,-72.149,0,0,1.367,7.229,0.656,636.946,99.523,741000.000,105.895,0,0,0,130,,,,,633.332|640.561,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3217,0160-9303-0001,,,GOOD,,882.570,471.225,-12.428,-29.502,-12.428,-29.502,0,0,-1.501,0.803,1.159,503.613,98.748,497600.000,119.647,0,0,0,0,,,,,503.211|504.014,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3301,453564591331-0001,,,GOOD,,949.779,490.719,-51.168,50.538,51.168,-50.538,0,0,-2.678,3.213,2.351,468.673,91.897,514200.000,110.326,0,0,0,73,,,,,470.279|467.067,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3302,453564872481-0001,,,GOOD,,945.677,453.101,-10.997,39.975,10.997,-39.975,0,0,-1.244,46.586,0.072,472.689,98.477,518200.000,120.937,0,0,0,0,,,,,495.982|449.396,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3303,453564591331-0001,,,GOOD,,949.779,490.719,-51.627,57.549,51.627,-57.549,0,0,2.037,17.671,0.980,457.428,89.692,539200.000,115.690,0,0,0,110,,,,,466.263|448.593,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3304,453564872361-0001,,,GOOD,,949.779,490.719,-16.836,45.737,16.836,-45.737,0,0,1.068,20.080,1.763,602.408,109.529,630800.000,135.343,0,0,0,70,,,,,612.448|592.368,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3305,453564872481-0001,,,GOOD,,945.677,453.101,-51.670,-1.813,1.813,-51.670,0,0,-0.948,32.129,0.435,493.573,102.828,517800.000,120.844,0,0,0,0,,,,,509.637|477.508,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3306,453564872481-0001,,,GOOD,,945.677,453.101,-2.601,-34.880,-2.601,-34.880,0,0,-1.449,40.161,0,464.657,96.804,523900.000,122.267,0,0,0,0,,,,,484.737|444.577,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3307,453564872481-0001,,,GOOD,,945.677,453.101,-4.333,-39.072,-4.333,-39.072,0,0,-0.322,25.703,1.086,472.689,98.477,545100.000,127.215,0,0,0,0,,,,,485.541|459.838,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3311,453564872361-0001,,,GOOD,,949.779,490.719,-23.162,-44.595,-23.162,-44.595,0,0,0.902,24.900,0.915,595.982,108.360,640900.000,137.510,0,0,0,69,,,,,608.432|583.532,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3315,0160-9303-0001,,,GOOD,,882.570,471.225,8.008,-7.635,-7.635,-8.008,0,0,1.231,36.948,0,492.769,96.622,485900.000,116.834,0,0,0,0,,,,,511.243|474.296,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3316,0160-9303-0001,,,GOOD,,882.570,471.225,29.358,-6.897,-6.897,-29.358,0,0,0.519,35.341,0.290,484.737,95.047,479200.000,115.223,0,0,0,0,,,,,502.408|467.067,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3317,453564172711-0001,,,GOOD,,855.953,452.333,-4.872,-42.886,-4.872,-42.886,0,0,-1.460,64.257,1.826,422.890,89.977,476300.000,123.019,0,0,0,0,,,,,390.761|455.018,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3319,453564591331-0001,,,GOOD,,949.779,490.719,-38.337,-58.517,-38.337,-58.517,0,0,-1.536,73.092,1.763,465.059,91.188,524600.000,112.557,0,0,0,54,,,,,428.512|501.605,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3320,453564872471-0001,,,GOOD,,1163.780,645.139,53.692,14.979,14.979,-53.692,0,0,0.889,27.309,1.641,646.183,93.650,753600.000,100.373,0,0,0,120,,,,,632.528|659.838,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3321,453564591331-0001,,,GOOD,,949.779,490.719,26.700,22.797,22.797,-26.700,0,0,-1.350,6.426,0.457,456.625,89.534,531500.000,114.038,0,0,0,109,,,,,453.412|459.838,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3322,453564872471-0001,,,GOOD,,1163.780,645.139,41.777,-13.902,-13.902,-41.777,0,0,-1.923,25.703,1.695,643.773,93.301,771100.000,102.704,0,0,0,121,,,,,630.922|656.625,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3323,453564591331-0001,,,GOOD,,949.779,490.719,27.334,-1.264,-1.264,-27.334,0,0,-1.555,18.474,0.523,483.532,94.810,514300.000,110.347,0,0,0,94,,,,,474.296|492.769,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3324,453564872471-0001,,,GOOD,,1163.780,645.139,17.081,11.011,-17.081,-11.011,0,0,-2.405,13.655,1.969,650.601,94.290,752500.000,100.226,0,0,0,116,,,,,643.773|657.428,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3325,453564591331-0001,,,GOOD,,949.779,490.719,-47.075,56.032,47.075,-56.032,0,0,-0.676,30.522,0.131,488.753,95.834,503500.000,108.030,0,0,0,96,,,,,473.492|504.014,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3326,453564872471-0001,,,GOOD,,1163.780,645.139,-28.564,-17.750,17.750,-28.564,0,0,-1.374,29.719,0.602,668.271,96.851,729400.000,97.150,0,0,0,122,,,,,653.412|683.131,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3327,453564591331-0001,,,GOOD,,949.779,490.719,-80.053,-12.817,12.817,-80.053,0,0,-1.787,28.112,0.131,473.894,92.920,540400.000,115.947,0,0,0,111,,,,,459.838|487.950,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3503,453564169721-0001,,,GOOD,,1844.260,1157.010,20.190,-37.153,-37.153,-20.190,0,0,1.346,12.851,0.291,1255.820,98.111,2494400.000,116.898,0,0,0,168,,,,,1249.396|1262.247,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3511,0160-9250-0001,,,GOOD,,1520.980,811.875,19.163,26.338,26.338,-19.163,0,0,0.071,4.016,0.371,840.159,98.842,1284500.000,104.021,0,0,0,0,,,,,838.151|842.167,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3533,453564169721-0001,,,GOOD,,1844.260,1157.010,32.308,-1.220,-1.220,-32.308,0,0,-0.487,3.213,0.436,1252.610,97.860,2503800.000,117.338,0,0,0,166,,,,,1251.002|1254.215,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3541,0160-9250-0001,,,GOOD,,1520.980,811.875,-16.783,26.031,26.031,16.783,0,0,1.190,4.016,0.248,820.079,96.480,1313400.000,106.361,0,0,0,0,,,,,818.071|822.087,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3563,453564169721-0001,,,GOOD,,1844.260,1157.010,2.148,-1.187,-1.187,-2.148,0,0,1.458,0.803,0.436,1256.220,98.142,2458600.000,115.220,0,0,0,184,,,,,1255.822|1256.625,0,0,0,0,0,0,0,0,0,0,,0,0,,
L14_024SMT8PARMIAOI,,,,18,Front,4K-000N8,2023-11-03 18:27:29,NG,1,Board1,,,NG,C3571,0160-9250-0001,,,GOOD,,1520.980,811.875,15.827,23.432,23.432,-15.827,0,0,0.949,8.032,0.660,847.789,99.740,1258600.000,101.924,0,0,0,0,,,,,851.806|843.773,0,0,0,0,0,0,0,0,0,0,,0,0,,
